ts_code,name,fund_type,list_date,invest_type,type,market
018673.OF,财通资管康恒平衡养老目标三年持有,混合型,,混合型,契约型开放式,O
019198.OF,华富灵活配置C,混合型,,灵活配置型,契约型开放式,O
019213.OF,华富物联世界C,混合型,,灵活配置型,契约型开放式,O
019182.OF,大成蓝筹稳健C,混合型,,增值型,契约型开放式,O
019369.OF,银华安丰中短期政金债D,债券型,,债券型,契约型开放式,O
017570.OF,中邮现金驿站E,货币市场型,,货币型,契约型开放式,O
159531.SZ,中证2000ETF,股票型,20230918,被动指数型,契约型开放式,E
588220.SH,科创100ETF基金,股票型,20230915,被动指数型,契约型开放式,E
560260.SH,医疗ETF龙头,股票型,20230915,被动指数型,契约型开放式,E
018866.OF,泓德数字经济C,混合型,,混合型,契约型开放式,O
018865.OF,泓德数字经济A,混合型,,混合型,契约型开放式,O
018709.OF,交银悦信精选C,混合型,,混合型,契约型开放式,O
018708.OF,交银悦信精选A,混合型,,混合型,契约型开放式,O
018364.OF,银华医疗健康A,混合型,,混合型,契约型开放式,O
018365.OF,银华医疗健康C,混合型,,混合型,契约型开放式,O
588190.SH,科创100ETF,股票型,20230915,被动指数型,契约型开放式,E
588030.SH,科创100指数ETF,股票型,20230915,被动指数型,契约型开放式,E
588120.SH,科创板100ETF,股票型,20230915,被动指数型,契约型开放式,E
561060.SH,国企红利ETF,股票型,20230921,被动指数型,契约型开放式,E
019344.OF,广发聚源B,债券型,,债券型,契约型开放式,O
019446.OF,汇添富短债D,债券型,,债券型,契约型开放式,O
562660.SH,中证2000ETF华夏,股票型,20230914,被动指数型,契约型开放式,E
563300.SH,中证2000ETF,股票型,20230914,被动指数型,契约型开放式,E
019155.OF,易方达全球配置A,混合型,,混合型,契约型开放式,O
014828.OF,汇泉启元未来C,混合型,,混合型,契约型开放式,O
014827.OF,汇泉启元未来A,混合型,,混合型,契约型开放式,O
019156.OF,易方达全球配置C,混合型,,混合型,契约型开放式,O
019157.OF,易方达全球配置美元现汇A,混合型,,混合型,契约型开放式,O
018514.OF,南方康乐养老目标日期2045三年持有,混合型,,混合型,契约型开放式,O
018971.OF,富国致弘量化选股A,股票型,,股票型,契约型开放式,O
019158.OF,易方达全球配置美元现汇C,混合型,,混合型,契约型开放式,O
018972.OF,富国致弘量化选股C,股票型,,股票型,契约型开放式,O
019013.OF,景顺长城国证2000指数增强A,股票型,,增强指数型,契约型开放式,O
019014.OF,景顺长城国证2000指数增强C,股票型,,增强指数型,契约型开放式,O
018427.OF,信澳瑞享利率债A,债券型,,债券型,契约型开放式,O
159523.SZ,沪深300成长ETF,股票型,20230919,被动指数型,契约型开放式,E
019269.OF,国泰富时中国国企开放共赢联接C,股票型,,被动指数型,契约型开放式,O
019259.OF,国泰富时中国国企开放共赢联接A,股票型,,被动指数型,契约型开放式,O
018852.OF,博时标普石油天然气勘探及生产精选行业指数A美元现汇,股票型,,被动指数型,契约型开放式,O
018853.OF,博时标普石油天然气勘探及生产精选行业指数C,股票型,,被动指数型,契约型开放式,O
018854.OF,博时标普石油天然气勘探及生产精选行业指数C美元现汇,股票型,,被动指数型,契约型开放式,O
018851.OF,博时标普石油天然气勘探及生产精选行业指数A,股票型,,被动指数型,契约型开放式,O
019184.OF,大成趋势回报C,混合型,,灵活配置型,契约型开放式,O
019364.OF,银华华茂D,债券型,,债券型,契约型开放式,O
019145.OF,长盛货币E,货币市场型,,货币型,契约型开放式,O
019110.OF,泰康兴泰回报沪港深C,混合型,,混合型,契约型开放式,O
019109.OF,泰康丰盈C,债券型,,债券型,契约型开放式,O
019221.OF,工银瑞享D,债券型,,债券型,契约型开放式,O
018828.OF,鑫元科技创新主题C,混合型,,混合型,契约型开放式,O
018827.OF,鑫元科技创新主题A,混合型,,混合型,契约型开放式,O
019067.OF,博时安盈E,债券型,,债券型,契约型开放式,O
019304.OF,德邦短债E,债券型,,债券型,契约型开放式,O
018868.OF,兴证全球品质甄选A,混合型,,混合型,契约型开放式,O
018869.OF,兴证全球品质甄选C,混合型,,混合型,契约型开放式,O
019226.OF,方正富邦金立方一年持有A,混合型,,混合型,契约型开放式,O
019227.OF,方正富邦金立方一年持有D,混合型,,混合型,契约型开放式,O
019228.OF,方正富邦金立方一年持有E,混合型,,混合型,契约型开放式,O
018568.OF,长信稳固60天滚动持有A,债券型,,债券型,契约型开放式,O
019383.OF,银华信用季季红D,债券型,,债券型,契约型开放式,O
018569.OF,长信稳固60天滚动持有C,债券型,,债券型,契约型开放式,O
019391.OF,招商双债增强I,债券型,,债券型,契约型开放式,O
019291.OF,德邦新回报C,混合型,,灵活配置型,契约型开放式,O
019206.OF,大成产业升级C,股票型,,股票型,契约型开放式,O
018671.OF,广发添利C,货币市场型,,货币型,契约型开放式,O
019199.OF,华富国泰民安C,混合型,,灵活配置型,契约型开放式,O
019200.OF,华富健康文娱C,混合型,,灵活配置型,契约型开放式,O
019234.OF,光大精选C,混合型,,混合型,契约型开放式,O
018831.OF,汇添富稳健回报C,债券型,,债券型,契约型开放式,O
018830.OF,汇添富稳健回报A,债券型,,债券型,契约型开放式,O
018503.OF,东财中证光伏产业C,股票型,,被动指数型,契约型开放式,O
018502.OF,东财中证光伏产业A,股票型,,被动指数型,契约型开放式,O
019382.OF,南方景元中高等级信用债C,债券型,,债券型,契约型开放式,O
019299.OF,海富通国策导向C,混合型,,混合型,契约型开放式,O
019300.OF,海富通国策导向D,混合型,,混合型,契约型开放式,O
560590.SH,1000ETF增强,股票型,20230925,增强指数型,契约型开放式,E
019305.OF,摩根标普500C,股票型,,被动指数型,契约型开放式,O
019292.OF,浙商汇金中证凤凰50ETF联接C,股票型,,被动指数型,契约型开放式,O
018576.OF,鑫元慧享纯债3个月定开C,债券型,,债券型,契约型开放式,O
018575.OF,鑫元慧享纯债3个月定开A,债券型,,债券型,契约型开放式,O
018538.OF,中银鑫盛一年持有C,债券型,,债券型,契约型开放式,O
018537.OF,中银鑫盛一年持有A,债券型,,债券型,契约型开放式,O
019238.OF,南方现金增利D,货币市场型,,货币型,契约型开放式,O
561280.SH,中证1000ETF增强,股票型,20230922,增强指数型,契约型开放式,E
019029.OF,华宝医药生物C,混合型,,混合型,契约型开放式,O
019290.OF,鹏华兴鑫宝E,货币市场型,,货币型,契约型开放式,O
019288.OF,鹏华安盈宝E,货币市场型,,货币型,契约型开放式,O
018771.OF,汇添富稳合4个月持有D,债券型,,债券型,契约型开放式,O
008401.OF,大成标普500等权重人民币C,股票型,,被动指数型,契约型开放式,O
015545.OF,大成标普500等权重美元C,股票型,,被动指数型,契约型开放式,O
018423.OF,汇添富稳裕30天滚动持有C,债券型,,债券型,契约型开放式,O
018422.OF,汇添富稳裕30天滚动持有A,债券型,,债券型,契约型开放式,O
019289.OF,交银裕如纯债E,债券型,,债券型,契约型开放式,O
018148.OF,百嘉百瑞,混合型,,混合型,契约型开放式,O
017595.OF,易方达稳健腾享六个月持有C,混合型,,混合型,契约型开放式,O
017594.OF,易方达稳健腾享六个月持有A,混合型,,混合型,契约型开放式,O
018504.OF,景顺长城周期优选A,混合型,,混合型,契约型开放式,O
018505.OF,景顺长城周期优选C,混合型,,混合型,契约型开放式,O
018945.OF,博时远见成长C,混合型,,混合型,契约型开放式,O
018944.OF,博时远见成长A,混合型,,混合型,契约型开放式,O
018623.OF,海富通盈丰一年定开,债券型,,债券型,契约型开放式,O
018038.OF,富国融裕两年持有A,混合型,,混合型,契约型开放式,O
018039.OF,富国融裕两年持有C,混合型,,混合型,契约型开放式,O
018596.OF,华商利欣回报C,债券型,,债券型,契约型开放式,O
018595.OF,华商利欣回报A,债券型,,债券型,契约型开放式,O
018672.OF,广发安诚养老目标2040三年持有A,混合型,,混合型,契约型开放式,O
018286.OF,博时集兴配置优选6个月持有C,混合型,,混合型,契约型开放式,O
018285.OF,博时集兴配置优选6个月持有A,混合型,,混合型,契约型开放式,O
019205.OF,鹏华优质企业C,混合型,,混合型,契约型开放式,O
019078.OF,安信现金增利C,货币市场型,,货币型,契约型开放式,O
019287.OF,鹏华丰诚D,债券型,,债券型,契约型开放式,O
018136.OF,惠升和风纯债E,债券型,,债券型,契约型开放式,O
019267.OF,富国新天锋C,债券型,,债券型,契约型开放式,O
019209.OF,浦银安盛精致生活C,混合型,,灵活配置型,契约型开放式,O
019239.OF,景顺长城创业板综指增强C,股票型,,增强指数型,契约型开放式,O
019210.OF,浦银安盛沪深300指数增强C,股票型,,增强指数型,契约型开放式,O
016560.OF,永赢启源A,混合型,,混合型,契约型开放式,O
019108.OF,华宝国策导向C,混合型,,混合型,契约型开放式,O
016561.OF,永赢启源C,混合型,,混合型,契约型开放式,O
019183.OF,大成精选增值C,混合型,,混合型,契约型开放式,O
018282.OF,山西证券创新成长C,混合型,,混合型,契约型开放式,O
018281.OF,山西证券创新成长A,混合型,,混合型,契约型开放式,O
019256.OF,西部利得中债1-3年E,债券型,,被动指数型,契约型开放式,O
019253.OF,富安达科技创新C,混合型,,混合型,契约型开放式,O
019251.OF,景顺长城MSCI中国A股增强C,股票型,,增强指数型,契约型开放式,O
019215.OF,景顺长城量化平衡C,混合型,,灵活配置型,契约型开放式,O
159515.SZ,国企红利ETF,股票型,20230906,被动指数型,契约型开放式,E
018084.OF,鹏华信用债6个月持有C,债券型,,债券型,契约型开放式,O
018083.OF,鹏华信用债6个月持有A,债券型,,债券型,契约型开放式,O
017645.OF,博道中证1000指数增强C,股票型,,增强指数型,契约型开放式,O
017644.OF,博道中证1000指数增强A,股票型,,增强指数型,契约型开放式,O
019275.OF,浙商汇金转型升级C,混合型,,灵活配置型,契约型开放式,O
017005.OF,中银价值精选C,混合型,,混合型,契约型开放式,O
019268.OF,交银安心收益E,债券型,,债券型,契约型开放式,O
019100.OF,东方红稳添利B,债券型,,债券型,契约型开放式,O
018519.OF,大成景信C,债券型,,债券型,契约型开放式,O
019094.OF,金鹰中小盘精选C,混合型,,稳定型,契约型开放式,O
018518.OF,大成景信A,债券型,,债券型,契约型开放式,O
019092.OF,金鹰核心资源C,混合型,,混合型,契约型开放式,O
159521.SZ,2000指数ETF,股票型,20230907,被动指数型,契约型开放式,E
019149.OF,富国产业债D,债券型,,债券型,契约型开放式,O
019214.OF,华宝宝盛纯债C,债券型,,债券型,契约型开放式,O
019204.OF,鹏华丰康C,债券型,,债券型,契约型开放式,O
019195.OF,博时量化平衡C,混合型,,平衡型,契约型开放式,O
019152.OF,大成可转债增强C,债券型,,增强型,契约型开放式,O
018522.OF,信澳颐远养老目标2055五年持有,混合型,,混合型,契约型开放式,O
019095.OF,东方双债添利D,债券型,,债券型,契约型开放式,O
019097.OF,东方臻裕E,债券型,,债券型,契约型开放式,O
018592.OF,中欧汇利A,债券型,,债券型,契约型开放式,O
018593.OF,中欧汇利C,债券型,,债券型,契约型开放式,O
018665.OF,南方宁元,债券型,,债券型,契约型开放式,O
018070.OF,银河成长远航C,混合型,,混合型,契约型开放式,O
018571.OF,华宝安元C,债券型,,债券型,契约型开放式,O
018570.OF,华宝安元A,债券型,,债券型,契约型开放式,O
018260.OF,国联融誉双华6个月持有A,债券型,,债券型,契约型开放式,O
018261.OF,国联融誉双华6个月持有C,债券型,,债券型,契约型开放式,O
018069.OF,银河成长远航A,混合型,,混合型,契约型开放式,O
159519.SZ,港股国企ETF,股票型,20230831,被动指数型,契约型开放式,E
019104.OF,博时安悦短债E,债券型,,债券型,契约型开放式,O
019216.OF,天弘价值精选C,混合型,,灵活配置型,契约型开放式,O
588110.SH,科创成长ETF,股票型,20230831,被动指数型,契约型开放式,E
159517.SZ,800增强ETF,股票型,20230905,增强指数型,契约型开放式,E
588020.SH,科创成长50ETF,股票型,20230831,被动指数型,契约型开放式,E
018452.OF,银河同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
018193.OF,建信鑫弘180天持有C,债券型,,债券型,契约型开放式,O
019151.OF,东兴改革精选C,混合型,,灵活配置型,契约型开放式,O
019166.OF,东兴蓝海财富C,混合型,,灵活配置型,契约型开放式,O
018192.OF,建信鑫弘180天持有A,债券型,,债券型,契约型开放式,O
018443.OF,汇添富成长领航C,混合型,,混合型,契约型开放式,O
018442.OF,汇添富成长领航A,混合型,,混合型,契约型开放式,O
018919.OF,华夏清洁能源龙头C,混合型,,混合型,契约型开放式,O
018918.OF,华夏清洁能源龙头A,混合型,,混合型,契约型开放式,O
018791.OF,华泰柏瑞均衡成长C,混合型,,混合型,契约型开放式,O
018790.OF,华泰柏瑞均衡成长A,混合型,,混合型,契约型开放式,O
018823.OF,国金智享量化选股A,混合型,,混合型,契约型开放式,O
018824.OF,国金智享量化选股C,混合型,,混合型,契约型开放式,O
018678.OF,中泰同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
018194.OF,建信新材料精选A,股票型,,股票型,契约型开放式,O
018195.OF,建信新材料精选C,股票型,,股票型,契约型开放式,O
019129.OF,中银1-3年国开债B,债券型,,被动指数型,契约型开放式,O
019194.OF,融通产业趋势精选C,混合型,,混合型,契约型开放式,O
018431.OF,摩根世代趋势C,混合型,,混合型,契约型开放式,O
018430.OF,摩根世代趋势A,混合型,,混合型,契约型开放式,O
019030.OF,信澳星耀智选A,混合型,,混合型,契约型开放式,O
019031.OF,信澳星耀智选C,混合型,,混合型,契约型开放式,O
017581.OF,中航瑞融ESG一年定开债A,债券型,,债券型,契约型开放式,O
017582.OF,中航瑞融ESG一年定开债C,债券型,,债券型,契约型开放式,O
561980.SH,半导体设备ETF,股票型,20230901,被动指数型,契约型开放式,E
513810.SH,港股国企ETF,股票型,20230901,被动指数型,契约型开放式,E
019122.OF,安信中短利率债D,债券型,,债券型,契约型开放式,O
019117.OF,国泰央企改革C,股票型,,股票型,契约型开放式,O
019148.OF,富国腾享回报6个月滚动持有E,混合型,,混合型,契约型开放式,O
017464.OF,长江楚财一年持有A,混合型,,混合型,契约型开放式,O
017465.OF,长江楚财一年持有C,混合型,,混合型,契约型开放式,O
018941.OF,长城裕利纯债A,债券型,,债券型,契约型开放式,O
018942.OF,长城裕利纯债C,债券型,,债券型,契约型开放式,O
019074.OF,泰康长江经济带D,债券型,,债券型,契约型开放式,O
018754.OF,兴业均衡优选A,混合型,,混合型,契约型开放式,O
018755.OF,兴业均衡优选C,混合型,,混合型,契约型开放式,O
018116.OF,泰康中证500指数增强A,股票型,,增强指数型,契约型开放式,O
018117.OF,泰康中证500指数增强C,股票型,,增强指数型,契约型开放式,O
018733.OF,华夏中证智选1000价值稳健策略联接C,股票型,,被动指数型,契约型开放式,O
159696.SZ,纳指ETF易方达,股票型,20230825,被动指数型,契约型开放式,E
018732.OF,华夏中证智选1000价值稳健策略联接A,股票型,,被动指数型,契约型开放式,O
018681.OF,国联安气候变化责任投资C,混合型,,混合型,契约型开放式,O
019077.OF,万家颐达C,混合型,,灵活配置型,契约型开放式,O
019012.OF,富国鑫汇养老目标日期2045五年持有Y,混合型,,混合型,契约型开放式,O
018270.OF,富国鑫旺积极养老目标五年持有,混合型,,混合型,契约型开放式,O
017694.OF,国联安恒瑞3个月定开纯债,债券型,,债券型,契约型开放式,O
018607.OF,建信现金添利C,货币市场型,,货币型,契约型开放式,O
019053.OF,华商元亨C,混合型,,灵活配置型,契约型开放式,O
019112.OF,恒越短债D,债券型,,债券型,契约型开放式,O
019118.OF,景顺长城纳斯达克科技市值加权联接E,股票型,,被动指数型,契约型开放式,O
018981.OF,湘财鑫利纯债A,债券型,,债券型,契约型开放式,O
018982.OF,湘财鑫利纯债C,债券型,,债券型,契约型开放式,O
019050.OF,鑫元货币E,货币市场型,,货币型,契约型开放式,O
019007.OF,蜂巢先进制造C,混合型,,混合型,契约型开放式,O
019006.OF,蜂巢先进制造A,混合型,,混合型,契约型开放式,O
018785.OF,信澳鑫瑞6个月持有C,债券型,,债券型,契约型开放式,O
018784.OF,信澳鑫瑞6个月持有A,债券型,,债券型,契约型开放式,O
018355.OF,安信中证同业存单AAA指数7天持有,债券型,,被动指数型,契约型开放式,O
018548.OF,金鹰产业智选一年持有C,混合型,,混合型,契约型开放式,O
018547.OF,金鹰产业智选一年持有A,混合型,,混合型,契约型开放式,O
017549.OF,平安策略回报A,混合型,,混合型,契约型开放式,O
017550.OF,平安策略回报C,混合型,,混合型,契约型开放式,O
017454.OF,国泰慧益一年持有A,混合型,,混合型,契约型开放式,O
017455.OF,国泰慧益一年持有C,混合型,,混合型,契约型开放式,O
018711.OF,华泰柏瑞祥泰稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
018328.OF,太平低碳经济C,混合型,,混合型,契约型开放式,O
018327.OF,太平低碳经济A,混合型,,混合型,契约型开放式,O
018715.OF,平安新鑫优选C,混合型,,混合型,契约型开放式,O
018714.OF,平安新鑫优选A,混合型,,混合型,契约型开放式,O
019089.OF,华润元大信息传媒科技C,混合型,,混合型,契约型开放式,O
019073.OF,建信鑫利C,混合型,,灵活配置型,契约型开放式,O
017983.OF,泰康薪意保C,货币市场型,,货币型,契约型开放式,O
017984.OF,泰康薪意保D,货币市场型,,货币型,契约型开放式,O
018887.OF,东海数字经济C,混合型,,混合型,契约型开放式,O
018886.OF,东海数字经济A,混合型,,混合型,契约型开放式,O
018922.OF,民生加银恒源,债券型,,债券型,契约型开放式,O
002504.OF,鹏华永达中短债6个月定开A,债券型,,债券型,契约型开放式,O
002505.OF,鹏华永达中短债6个月定开C,债券型,,债券型,契约型开放式,O
019093.OF,金鹰科技创新C,股票型,,股票型,契约型开放式,O
019068.OF,永赢华嘉信用债E,债券型,,债券型,契约型开放式,O
019065.OF,安信浩盈6个月持有C,混合型,,混合型,契约型开放式,O
019040.OF,国联日日盈C,货币市场型,,货币型,契约型开放式,O
019069.OF,永赢开泰中高等级中短债D,债券型,,债券型,契约型开放式,O
019070.OF,永赢开泰中高等级中短债E,债券型,,债券型,契约型开放式,O
017913.OF,华夏稳进增益一年持有C,混合型,,混合型,契约型开放式,O
017912.OF,华夏稳进增益一年持有A,混合型,,混合型,契约型开放式,O
018255.OF,国泰鑫鸿一年定开,债券型,,债券型,契约型开放式,O
018719.OF,中银证券安澈C,债券型,,债券型,契约型开放式,O
018718.OF,中银证券安澈A,债券型,,债券型,契约型开放式,O
018167.OF,国泰中证有色金属矿业主题联接A,股票型,,被动指数型,契约型开放式,O
018168.OF,国泰中证有色金属矿业主题联接C,股票型,,被动指数型,契约型开放式,O
018580.OF,鑫元国证2000指数增强C,股票型,,增强指数型,契约型开放式,O
018579.OF,鑫元国证2000指数增强A,股票型,,增强指数型,契约型开放式,O
018512.OF,东方红欣和积极3个月持有C,混合型,,混合型,契约型开放式,O
159699.SZ,恒生消费ETF,股票型,20230823,被动指数型,契约型开放式,E
018511.OF,东方红欣和积极3个月持有A,混合型,,混合型,契约型开放式,O
018956.OF,中航机遇领航A,混合型,,混合型,契约型开放式,O
018957.OF,中航机遇领航C,混合型,,混合型,契约型开放式,O
019023.OF,长城收益宝D,货币市场型,,货币型,契约型开放式,O
018987.OF,富安达科技领航C,混合型,,混合型,契约型开放式,O
018583.OF,华泰紫金碳中和C,混合型,,混合型,契约型开放式,O
018582.OF,华泰紫金碳中和A,混合型,,混合型,契约型开放式,O
017609.OF,汇添富远景成长一年持有C,混合型,,混合型,契约型开放式,O
017608.OF,汇添富远景成长一年持有A,混合型,,混合型,契约型开放式,O
018414.OF,南方稳瑞90天持有A,债券型,,债券型,契约型开放式,O
018415.OF,南方稳瑞90天持有C,债券型,,债券型,契约型开放式,O
018859.OF,惠升和安纯债C,债券型,,债券型,契约型开放式,O
018858.OF,惠升和安纯债A,债券型,,债券型,契约型开放式,O
018444.OF,东财瑞利A,债券型,,债券型,契约型开放式,O
018445.OF,东财瑞利C,债券型,,债券型,契约型开放式,O
017962.OF,广发医药创新A,混合型,,混合型,契约型开放式,O
017963.OF,广发医药创新C,混合型,,混合型,契约型开放式,O
018455.OF,建信开元耀享9个月持有A,混合型,,混合型,契约型开放式,O
018456.OF,建信开元耀享9个月持有C,混合型,,混合型,契约型开放式,O
018428.OF,摩根双季鑫6个月持有A,债券型,,债券型,契约型开放式,O
018429.OF,摩根双季鑫6个月持有C,债券型,,债券型,契约型开放式,O
018877.OF,兴合先进制造C,混合型,,混合型,契约型开放式,O
018876.OF,兴合先进制造A,混合型,,混合型,契约型开放式,O
018788.OF,中信建投臻选成长A,混合型,,混合型,契约型开放式,O
018789.OF,中信建投臻选成长C,混合型,,混合型,契约型开放式,O
018558.OF,易方达中证港股通医药卫生综合联接C,股票型,,被动指数型,契约型开放式,O
018557.OF,易方达中证港股通医药卫生综合联接A,股票型,,被动指数型,契约型开放式,O
018810.OF,易方达天天D,货币市场型,,货币型,契约型开放式,O
018720.OF,国联添安稳健养老一年持有Y,混合型,,混合型,契约型开放式,O
018970.OF,光大恒利纯债D,债券型,,债券型,契约型开放式,O
017285.OF,中航瑞苏纯债C,债券型,,债券型,契约型开放式,O
017284.OF,中航瑞苏纯债A,债券型,,债券型,契约型开放式,O
017753.OF,长城锦利三个月定开A,债券型,,债券型,契约型开放式,O
017754.OF,长城锦利三个月定开C,债券型,,债券型,契约型开放式,O
018954.OF,富国收益增强E,债券型,,债券型,契约型开放式,O
018870.OF,银河产业动力C,混合型,,混合型,契约型开放式,O
018888.OF,银河主题策略C,混合型,,混合型,契约型开放式,O
018792.OF,汇添富和聚宝B,货币市场型,,货币型,契约型开放式,O
018793.OF,汇添富和聚宝D,货币市场型,,货币型,契约型开放式,O
018992.OF,兴银长盈三个月定开C,债券型,,债券型,契约型开放式,O
018995.OF,景顺长城中国回报C,混合型,,灵活配置型,契约型开放式,O
018980.OF,富国优化增强E,债券型,,稳健增长型,契约型开放式,O
018958.OF,富国双债增强E,债券型,,债券型,契约型开放式,O
018965.OF,富国稳健增强E,债券型,,债券型,契约型开放式,O
018485.OF,财通资管医疗保健C,混合型,,混合型,契约型开放式,O
018484.OF,财通资管医疗保健A,混合型,,混合型,契约型开放式,O
018998.OF,景顺长城研究精选C,股票型,,股票型,契约型开放式,O
018905.OF,国泰中证内地运输主题联接A,股票型,,被动指数型,契约型开放式,O
018906.OF,国泰中证内地运输主题联接C,股票型,,被动指数型,契约型开放式,O
018952.OF,安信宝利E,债券型,,债券型,契约型开放式,O
018997.OF,中银弘享B,债券型,,债券型,契约型开放式,O
018554.OF,交银启嘉A,混合型,,混合型,契约型开放式,O
018555.OF,交银启嘉C,混合型,,混合型,契约型开放式,O
018165.OF,宝盈同业存单指数7天持有,债券型,,被动指数型,契约型开放式,O
018968.OF,汇添富纳斯达克100联接美元现汇,股票型,,被动指数型,契约型开放式,O
018967.OF,汇添富纳斯达克100联接C,股票型,,被动指数型,契约型开放式,O
018966.OF,汇添富纳斯达克100联接A,股票型,,被动指数型,契约型开放式,O
018969.OF,汇添富纳斯达克100联接美元现钞,股票型,,被动指数型,契约型开放式,O
018661.OF,大成中证1000指数增强A,股票型,,增强指数型,契约型开放式,O
018662.OF,大成中证1000指数增强C,股票型,,增强指数型,契约型开放式,O
017394.OF,英大延福养老目标2050三年持有,混合型,,混合型,契约型开放式,O
017396.OF,英大延福养老目标2045三年持有,混合型,,混合型,契约型开放式,O
018621.OF,兴证全球兴晨六个月持有C,混合型,,混合型,契约型开放式,O
018483.OF,鹏华创业板50联接C,股票型,,被动指数型,契约型开放式,O
018746.OF,永赢匠心增利A,债券型,,债券型,契约型开放式,O
018747.OF,永赢匠心增利C,债券型,,债券型,契约型开放式,O
018620.OF,兴证全球兴晨六个月持有A,混合型,,混合型,契约型开放式,O
018787.OF,招商国证2000指数增强C,股票型,,增强指数型,契约型开放式,O
018786.OF,招商国证2000指数增强A,股票型,,增强指数型,契约型开放式,O
018482.OF,鹏华创业板50联接A,股票型,,被动指数型,契约型开放式,O
018947.OF,汇添富沪深300安中动态策略C,股票型,,被动指数型,契约型开放式,O
018948.OF,东方红睿满沪港深C,混合型,,灵活配置型,契约型开放式,O
018848.OF,中海信息产业精选C,混合型,,混合型,契约型开放式,O
018963.OF,国泰君安量化选股D,混合型,,混合型,契约型开放式,O
017228.OF,易方达汇裕积极养老目标五年持有A,混合型,,混合型,契约型开放式,O
017453.OF,浦银安盛颐璇平衡养老目标三年持有A,混合型,,混合型,契约型开放式,O
017266.OF,招商瑞成1年持有C,混合型,,混合型,契约型开放式,O
017265.OF,招商瑞成1年持有A,混合型,,混合型,契约型开放式,O
159510.SZ,沪深300价值ETF,股票型,20230816,被动指数型,契约型开放式,E
018694.OF,大成智惠量化多策略C,混合型,,灵活配置型,契约型开放式,O
017917.OF,浙商汇金卓越稳健3个月持有A,混合型,,混合型,契约型开放式,O
017918.OF,浙商汇金卓越稳健3个月持有C,混合型,,混合型,契约型开放式,O
018955.OF,易方达天天发D,货币市场型,,货币型,契约型开放式,O
014730.OF,华富荣盛一年持有A,混合型,,混合型,契约型开放式,O
014731.OF,华富荣盛一年持有C,混合型,,混合型,契约型开放式,O
018609.OF,华泰柏瑞锦合,债券型,,债券型,契约型开放式,O
018889.OF,银河现代服务主题C,混合型,,灵活配置型,契约型开放式,O
018871.OF,银河乐活优萃C,混合型,,混合型,契约型开放式,O
018872.OF,银河量化优选C,混合型,,混合型,契约型开放式,O
018960.OF,永赢易弘C,债券型,,债券型,契约型开放式,O
018964.OF,国联恒鑫纯债E,债券型,,债券型,契约型开放式,O
018953.OF,民生加银现金宝D,货币市场型,,货币型,契约型开放式,O
018961.OF,永赢瑞益B,债券型,,债券型,契约型开放式,O
018652.OF,信澳通合稳健三个月持有C,混合型,,混合型,契约型开放式,O
018651.OF,信澳通合稳健三个月持有A,混合型,,混合型,契约型开放式,O
159511.SZ,通信ETF基金,股票型,20230807,被动指数型,契约型开放式,E
018951.OF,中银机构现金管理C,货币市场型,,货币型,契约型开放式,O
018962.OF,永赢昭利D,债券型,,债券型,契约型开放式,O
018047.OF,申万菱信安泰景利纯债,债券型,,债券型,契约型开放式,O
018451.OF,富安达富祥利率债C,债券型,,债券型,契约型开放式,O
562850.SH,央企能源ETF,股票型,20230809,被动指数型,契约型开放式,E
561790.SH,央企现代能源ETF,股票型,20230809,被动指数型,契约型开放式,E
018450.OF,富安达富祥利率债A,债券型,,债券型,契约型开放式,O
018943.OF,银河钱包货币E,货币市场型,,货币型,契约型开放式,O
561260.SH,能源ETF,股票型,20230809,被动指数型,契约型开放式,E
018837.OF,广发养老目标2060五年持有,混合型,,混合型,契约型开放式,O
018950.OF,汇添富稳利60天滚动持有B,债券型,,债券型,契约型开放式,O
159698.SZ,粮食ETF,股票型,20230818,被动指数型,契约型开放式,E
018315.OF,易方达中证装备产业联接A,股票型,,被动指数型,契约型开放式,O
018316.OF,易方达中证装备产业联接C,股票型,,被动指数型,契约型开放式,O
017696.OF,易方达养老目标日期2050五年持有A,混合型,,混合型,契约型开放式,O
017714.OF,长盛安悦一年持有C,混合型,,混合型,契约型开放式,O
017713.OF,长盛安悦一年持有A,混合型,,混合型,契约型开放式,O
017475.OF,广发集轩A,债券型,,债券型,契约型开放式,O
017476.OF,广发集轩C,债券型,,债券型,契约型开放式,O
015408.OF,景顺长城成长趋势A,股票型,,股票型,契约型开放式,O
015409.OF,景顺长城成长趋势C,股票型,,股票型,契约型开放式,O
018832.OF,建信兴利C,混合型,,灵活配置型,契约型开放式,O
018735.OF,华夏中证绿色电力联接C,股票型,,被动指数型,契约型开放式,O
018734.OF,华夏中证绿色电力联接A,股票型,,被动指数型,契约型开放式,O
018626.OF,富国兴享回报6个月持有A,混合型,,混合型,契约型开放式,O
018627.OF,富国兴享回报6个月持有C,混合型,,混合型,契约型开放式,O
018240.OF,嘉实制造升级A,股票型,,股票型,契约型开放式,O
018241.OF,嘉实制造升级C,股票型,,股票型,契约型开放式,O
018494.OF,西部利得汇鑫6个月持有C,混合型,,混合型,契约型开放式,O
