ts_code,symbol,name,industry,market,list_date
002356.SZ,002356,赫美集团,其他商业,主板,2010-02-09
002357.SZ,002357,富临运业,公共交通,主板,2010-02-10
002358.SZ,002358,森源电气,电气设备,主板,2010-02-10
002360.SZ,002360,同德化工,化工原料,主板,2010-03-03
002361.SZ,002361,神剑股份,化工原料,主板,2010-03-03
002362.SZ,002362,汉王科技,软件服务,主板,2010-03-03
002363.SZ,002363,隆基机械,汽车配件,主板,2010-03-05
002364.SZ,002364,中恒电气,电气设备,主板,2010-03-05
002365.SZ,002365,永安药业,化学制药,主板,2010-03-05
002366.SZ,002366,融发核电,专用机械,主板,2010-03-12
002367.SZ,002367,康力电梯,运输设备,主板,2010-03-12
002368.SZ,002368,太极股份,软件服务,主板,2010-03-12
002369.SZ,002369,卓翼科技,通信设备,主板,2010-03-16
002370.SZ,002370,亚太药业,化学制药,主板,2010-03-16
002371.SZ,002371,北方华创,半导体,主板,2010-03-16
002372.SZ,002372,伟星新材,其他建材,主板,2010-03-18
002373.SZ,002373,千方科技,软件服务,主板,2010-03-18
002374.SZ,002374,中锐股份,广告包装,主板,2010-03-18
002375.SZ,002375,亚厦股份,装修装饰,主板,2010-03-23
002376.SZ,002376,新北洋,IT设备,主板,2010-03-23
002377.SZ,002377,国创高新,其他建材,主板,2010-03-23
002378.SZ,002378,章源钨业,小金属,主板,2010-03-31
002379.SZ,002379,宏创控股,铝,主板,2010-03-31
002380.SZ,002380,科远智慧,软件服务,主板,2010-03-31
002381.SZ,002381,双箭股份,橡胶,主板,2010-04-02
002382.SZ,002382,蓝帆医疗,医疗保健,主板,2010-04-02
002383.SZ,002383,合众思壮,通信设备,主板,2010-04-02
002384.SZ,002384,东山精密,元器件,主板,2010-04-09
002385.SZ,002385,大北农,饲料,主板,2010-04-09
002386.SZ,002386,天原股份,化工原料,主板,2010-04-09
002387.SZ,002387,维信诺,元器件,主板,2010-04-13
002388.SZ,002388,新亚制程,元器件,主板,2010-04-13
002389.SZ,002389,航天彩虹,航空,主板,2010-04-13
002390.SZ,002390,信邦制药,医药商业,主板,2010-04-16
002391.SZ,002391,长青股份,农药化肥,主板,2010-04-16
002392.SZ,002392,北京利尔,其他建材,主板,2010-04-23
002393.SZ,002393,力生制药,化学制药,主板,2010-04-23
002394.SZ,002394,联发股份,纺织,主板,2010-04-23
002395.SZ,002395,双象股份,塑料,主板,2010-04-29
002396.SZ,002396,星网锐捷,通信设备,主板,2010-06-23
002397.SZ,002397,梦洁股份,纺织,主板,2010-04-29
002398.SZ,002398,垒知集团,其他建材,主板,2010-05-06
002399.SZ,002399,海普瑞,化学制药,主板,2010-05-06
002400.SZ,002400,省广集团,广告包装,主板,2010-05-06
002401.SZ,002401,中远海科,软件服务,主板,2010-05-06
002402.SZ,002402,和而泰,元器件,主板,2010-05-11
002403.SZ,002403,爱仕达,家用电器,主板,2010-05-11
002404.SZ,002404,嘉欣丝绸,纺织,主板,2010-05-11
002405.SZ,002405,四维图新,软件服务,主板,2010-05-18
002406.SZ,002406,远东传动,汽车配件,主板,2010-05-18
002407.SZ,002407,多氟多,化工原料,主板,2010-05-18
002408.SZ,002408,齐翔腾达,化工原料,主板,2010-05-18
002409.SZ,002409,雅克科技,半导体,主板,2010-05-25
002410.SZ,002410,广联达,软件服务,主板,2010-05-25
002412.SZ,002412,汉森制药,中成药,主板,2010-05-25
002413.SZ,002413,雷科防务,通信设备,主板,2010-05-28
002414.SZ,002414,高德红外,电器仪表,主板,2010-07-16
002415.SZ,002415,海康威视,IT设备,主板,2010-05-28
002416.SZ,002416,爱施德,电器连锁,主板,2010-05-28
002418.SZ,002418,康盛股份,家用电器,主板,2010-06-01
002419.SZ,002419,天虹股份,百货,主板,2010-06-01
002420.SZ,002420,毅昌科技,家用电器,主板,2010-06-01
002421.SZ,002421,达实智能,软件服务,主板,2010-06-03
002422.SZ,002422,科伦药业,化学制药,主板,2010-06-03
002423.SZ,002423,中粮资本,多元金融,主板,2010-06-03
002425.SZ,002425,凯撒文化,互联网,主板,2010-06-08
002426.SZ,002426,胜利精密,元器件,主板,2010-06-08
002427.SZ,002427,尤夫股份,化纤,主板,2010-06-08
002428.SZ,002428,云南锗业,小金属,主板,2010-06-08
002429.SZ,002429,兆驰股份,家用电器,主板,2010-06-10
002430.SZ,002430,杭氧股份,化工机械,主板,2010-06-10
002431.SZ,002431,棕榈股份,建筑工程,主板,2010-06-10
002432.SZ,002432,九安医疗,医疗保健,主板,2010-06-10
002434.SZ,002434,万里扬,汽车配件,主板,2010-06-18
002436.SZ,002436,兴森科技,元器件,主板,2010-06-18
002437.SZ,002437,誉衡药业,化学制药,主板,2010-06-23
002438.SZ,002438,江苏神通,机械基件,主板,2010-06-23
002439.SZ,002439,启明星辰,软件服务,主板,2010-06-23
002440.SZ,002440,闰土股份,染料涂料,主板,2010-07-06
002441.SZ,002441,众业达,电气设备,主板,2010-07-06
002442.SZ,002442,龙星化工,化工原料,主板,2010-07-06
002443.SZ,002443,金洲管道,钢加工,主板,2010-07-06
002444.SZ,002444,巨星科技,轻工机械,主板,2010-07-13
002445.SZ,002445,中南文化,钢加工,主板,2010-07-13
002446.SZ,002446,盛路通信,通信设备,主板,2010-07-13
002448.SZ,002448,中原内配,汽车配件,主板,2010-07-16
002449.SZ,002449,国星光电,半导体,主板,2010-07-16
002451.SZ,002451,摩恩电气,电气设备,主板,2010-07-20
002452.SZ,002452,长高电新,电气设备,主板,2010-07-20
002453.SZ,002453,华软科技,化工原料,主板,2010-07-20
002454.SZ,002454,松芝股份,汽车配件,主板,2010-07-20
002455.SZ,002455,百川股份,化工原料,主板,2010-08-03
002456.SZ,002456,欧菲光,元器件,主板,2010-08-03
002457.SZ,002457,青龙管业,塑料,主板,2010-08-03
002458.SZ,002458,益生股份,农业综合,主板,2010-08-10
002459.SZ,002459,晶澳科技,电气设备,主板,2010-08-10
002460.SZ,002460,赣锋锂业,小金属,主板,2010-08-10
002461.SZ,002461,珠江啤酒,啤酒,主板,2010-08-18
002462.SZ,002462,嘉事堂,医药商业,主板,2010-08-18
002463.SZ,002463,沪电股份,元器件,主板,2010-08-18
002465.SZ,002465,海格通信,通信设备,主板,2010-08-31
002466.SZ,002466,天齐锂业,小金属,主板,2010-08-31
002467.SZ,002467,二六三,互联网,主板,2010-09-08
002468.SZ,002468,申通快递,仓储物流,主板,2010-09-08
002469.SZ,002469,三维化学,化工原料,主板,2010-09-08
002470.SZ,002470,金正大,农药化肥,主板,2010-09-08
002471.SZ,002471,中超控股,电气设备,主板,2010-09-10
002472.SZ,002472,双环传动,汽车配件,主板,2010-09-10
002474.SZ,002474,榕基软件,软件服务,主板,2010-09-15
002475.SZ,002475,立讯精密,元器件,主板,2010-09-15
002476.SZ,002476,宝莫股份,化工原料,主板,2010-09-15
002478.SZ,002478,常宝股份,钢加工,主板,2010-09-21
002479.SZ,002479,富春环保,新型电力,主板,2010-09-21
002480.SZ,002480,新筑股份,运输设备,主板,2010-09-21
002481.SZ,002481,双塔食品,食品,主板,2010-09-21
002482.SZ,002482,广田集团,装修装饰,主板,2010-09-29
002483.SZ,002483,润邦股份,专用机械,主板,2010-09-29
002484.SZ,002484,江海股份,元器件,主板,2010-09-29
002486.SZ,002486,嘉麟杰,服饰,主板,2010-10-15
002487.SZ,002487,大金重工,电气设备,主板,2010-10-15
002488.SZ,002488,金固股份,汽车配件,主板,2010-10-21
002489.SZ,002489,浙江永强,家居用品,主板,2010-10-21
002491.SZ,002491,通鼎互联,通信设备,主板,2010-10-21
002492.SZ,002492,恒基达鑫,仓储物流,主板,2010-11-02
002493.SZ,002493,荣盛石化,化纤,主板,2010-11-02
002494.SZ,002494,华斯股份,服饰,主板,2010-11-02
002495.SZ,002495,佳隆股份,食品,主板,2010-11-02
002496.SZ,002496,辉丰股份,农药化肥,主板,2010-11-09
002497.SZ,002497,雅化集团,小金属,主板,2010-11-09
002498.SZ,002498,汉缆股份,电气设备,主板,2010-11-09
002500.SZ,002500,山西证券,证券,主板,2010-11-15
002501.SZ,002501,利源股份,铝,主板,2010-11-17
002506.SZ,002506,协鑫集成,电气设备,主板,2010-11-18
002507.SZ,002507,涪陵榨菜,食品,主板,2010-11-23
002508.SZ,002508,老板电器,家用电器,主板,2010-11-23
002510.SZ,002510,天汽模,汽车配件,主板,2010-11-25
002511.SZ,002511,中顺洁柔,造纸,主板,2010-11-25
002512.SZ,002512,达华智能,IT设备,主板,2010-12-03
002513.SZ,002513,蓝丰生化,农药化肥,主板,2010-12-03
002514.SZ,002514,宝馨科技,机械基件,主板,2010-12-03
002515.SZ,002515,金字火腿,食品,主板,2010-12-03
002516.SZ,002516,旷达科技,汽车配件,主板,2010-12-07
002517.SZ,002517,恺英网络,互联网,主板,2010-12-07
002518.SZ,002518,科士达,电气设备,主板,2010-12-07
002519.SZ,002519,银河电子,通信设备,主板,2010-12-07
002520.SZ,002520,日发精机,机床制造,主板,2010-12-10
002521.SZ,002521,齐峰新材,造纸,主板,2010-12-10
002522.SZ,002522,浙江众成,塑料,主板,2010-12-10
002523.SZ,002523,天桥起重,专用机械,主板,2010-12-10
002524.SZ,002524,光正眼科,医疗保健,主板,2010-12-17
002526.SZ,002526,山东矿机,工程机械,主板,2010-12-17
002527.SZ,002527,新时达,电器仪表,主板,2010-12-24
002529.SZ,002529,海源复材,专用机械,主板,2010-12-24
002530.SZ,002530,金财互联,专用机械,主板,2010-12-31
002531.SZ,002531,天顺风能,电气设备,主板,2010-12-31
002532.SZ,002532,天山铝业,铝,主板,2010-12-31
002533.SZ,002533,金杯电工,电气设备,主板,2010-12-31
002534.SZ,002534,西子洁能,专用机械,主板,2011-01-10
002535.SZ,002535,林州重机,工程机械,主板,2011-01-11
002536.SZ,002536,飞龙股份,汽车配件,主板,2011-01-11
002537.SZ,002537,海联金汇,汽车配件,主板,2011-01-10
002538.SZ,002538,司尔特,农药化肥,主板,2011-01-18
002539.SZ,002539,云图控股,农药化肥,主板,2011-01-18
002540.SZ,002540,亚太科技,铝,主板,2011-01-18
002541.SZ,002541,鸿路钢构,钢加工,主板,2011-01-18
002542.SZ,002542,中化岩土,建筑工程,主板,2011-01-28
002543.SZ,002543,万和电气,家用电器,主板,2011-01-28
002544.SZ,002544,普天科技,通信设备,主板,2011-01-28
002545.SZ,002545,东方铁塔,农药化肥,主板,2011-02-11
002546.SZ,002546,新联电子,电气设备,主板,2011-02-11
002547.SZ,002547,春兴精工,汽车配件,主板,2011-02-18
002548.SZ,002548,金新农,饲料,主板,2011-02-18
002549.SZ,002549,凯美特气,环境保护,主板,2011-02-18
002550.SZ,002550,千红制药,生物制药,主板,2011-02-18
002551.SZ,002551,尚荣医疗,医疗保健,主板,2011-02-25
002552.SZ,002552,宝鼎科技,元器件,主板,2011-02-25
002553.SZ,002553,南方精工,汽车配件,主板,2011-02-25
002554.SZ,002554,惠博普,石油开采,主板,2011-02-25
002555.SZ,002555,三七互娱,互联网,主板,2011-03-02
002556.SZ,002556,辉隆股份,农药化肥,主板,2011-03-02
002557.SZ,002557,洽洽食品,食品,主板,2011-03-02
002558.SZ,002558,巨人网络,互联网,主板,2011-03-02
002559.SZ,002559,亚威股份,机床制造,主板,2011-03-03
002560.SZ,002560,通达股份,电气设备,主板,2011-03-03
002561.SZ,002561,徐家汇,百货,主板,2011-03-03
002562.SZ,002562,兄弟科技,化学制药,主板,2011-03-10
002563.SZ,002563,森马服饰,服饰,主板,2011-03-11
002565.SZ,002565,顺灏股份,造纸,主板,2011-03-18
002566.SZ,002566,益盛药业,中成药,主板,2011-03-18
002567.SZ,002567,唐人神,饲料,主板,2011-03-25
002568.SZ,002568,百润股份,红黄酒,主板,2011-03-25
002570.SZ,002570,贝因美,乳制品,主板,2011-04-12
002571.SZ,002571,德力股份,家居用品,主板,2011-04-12
002572.SZ,002572,索菲亚,家居用品,主板,2011-04-12
002573.SZ,002573,清新环境,环境保护,主板,2011-04-22
002574.SZ,002574,明牌珠宝,服饰,主板,2011-04-22
002575.SZ,002575,群兴玩具,文教休闲,主板,2011-04-22
002576.SZ,002576,通达动力,电气设备,主板,2011-04-28
002577.SZ,002577,雷柏科技,IT设备,主板,2011-04-28
002578.SZ,002578,闽发铝业,铝,主板,2011-04-28
002579.SZ,002579,中京电子,元器件,主板,2011-05-06
002580.SZ,002580,圣阳股份,电气设备,主板,2011-05-06
002581.SZ,002581,未名医药,生物制药,主板,2011-05-20
002582.SZ,002582,好想你,食品,主板,2011-05-20
002583.SZ,002583,海能达,通信设备,主板,2011-05-27
002584.SZ,002584,西陇科学,化工原料,主板,2011-06-02
002585.SZ,002585,双星新材,塑料,主板,2011-06-02
002587.SZ,002587,奥拓电子,元器件,主板,2011-06-10
002588.SZ,002588,史丹利,农药化肥,主板,2011-06-10
002589.SZ,002589,瑞康医药,医药商业,主板,2011-06-10
002590.SZ,002590,万安科技,汽车配件,主板,2011-06-10
002591.SZ,002591,恒大高新,环境保护,主板,2011-06-21
002593.SZ,002593,日上集团,钢加工,主板,2011-06-28
002594.SZ,002594,比亚迪,汽车整车,主板,2011-06-30
002595.SZ,002595,豪迈科技,专用机械,主板,2011-06-28
002596.SZ,002596,海南瑞泽,水泥,主板,2011-07-07
002597.SZ,002597,金禾实业,食品,主板,2011-07-07
002598.SZ,002598,山东章鼓,机械基件,主板,2011-07-07
002599.SZ,002599,盛通股份,广告包装,主板,2011-07-15
002600.SZ,002600,领益智造,元器件,主板,2011-07-15
002601.SZ,002601,龙佰集团,化工原料,主板,2011-07-15
002602.SZ,002602,世纪华通,互联网,主板,2011-07-28
002603.SZ,002603,以岭药业,中成药,主板,2011-07-28
002605.SZ,002605,姚记科技,互联网,主板,2011-08-05
002606.SZ,002606,大连电瓷,电气设备,主板,2011-08-05
002607.SZ,002607,中公教育,文教休闲,主板,2011-08-10
002608.SZ,002608,江苏国信,火力发电,主板,2011-08-10
002609.SZ,002609,捷顺科技,软件服务,主板,2011-08-15
002611.SZ,002611,东方精工,轻工机械,主板,2011-08-30
002612.SZ,002612,朗姿股份,服饰,主板,2011-08-30
002613.SZ,002613,北玻股份,专用机械,主板,2011-08-30
002614.SZ,002614,奥佳华,家用电器,主板,2011-09-09
002615.SZ,002615,哈尔斯,家居用品,主板,2011-09-09
002616.SZ,002616,长青集团,环境保护,主板,2011-09-20
002617.SZ,002617,露笑科技,电气设备,主板,2011-09-20
002620.SZ,002620,瑞和股份,装修装饰,主板,2011-09-29
002622.SZ,002622,皓宸医疗,医疗保健,主板,2011-10-18
002623.SZ,002623,亚玛顿,玻璃,主板,2011-10-13
002624.SZ,002624,完美世界,互联网,主板,2011-10-28
002625.SZ,002625,光启技术,航空,主板,2011-11-03
002626.SZ,002626,金达威,医疗保健,主板,2011-10-28
002627.SZ,002627,三峡旅游,旅游景点,主板,2011-11-03
002628.SZ,002628,成都路桥,建筑工程,主板,2011-11-03
002629.SZ,002629,仁智股份,石油开采,主板,2011-11-03
002630.SZ,002630,华西能源,专用机械,主板,2011-11-11
002631.SZ,002631,德尔未来,家居用品,主板,2011-11-11
002632.SZ,002632,道明光学,塑料,主板,2011-11-22
002633.SZ,002633,申科股份,机械基件,主板,2011-11-22
002634.SZ,002634,棒杰股份,服饰,主板,2011-12-05
002635.SZ,002635,安洁科技,元器件,主板,2011-11-25
002636.SZ,002636,金安国纪,元器件,主板,2011-11-25
002637.SZ,002637,赞宇科技,日用化工,主板,2011-11-25
002638.SZ,002638,勤上股份,家用电器,主板,2011-11-25
002639.SZ,002639,雪人股份,专用机械,主板,2011-12-05
002640.SZ,002640,跨境通,互联网,主板,2011-12-08
002641.SZ,002641,公元股份,塑料,主板,2011-12-08
002642.SZ,002642,荣联科技,软件服务,主板,2011-12-20
002643.SZ,002643,万润股份,化工原料,主板,2011-12-20
002644.SZ,002644,佛慈制药,中成药,主板,2011-12-22
002645.SZ,002645,华宏科技,专用机械,主板,2011-12-20
002646.SZ,002646,天佑德酒,白酒,主板,2011-12-22
002647.SZ,002647,仁东控股,多元金融,主板,2011-12-28
002648.SZ,002648,卫星化学,化工原料,主板,2011-12-28
002649.SZ,002649,博彦科技,软件服务,主板,2012-01-06
002651.SZ,002651,利君股份,航空,主板,2012-01-06
002652.SZ,002652,扬子新材,其他建材,主板,2012-01-19
002653.SZ,002653,海思科,化学制药,主板,2012-01-17
002654.SZ,002654,万润科技,互联网,主板,2012-02-17
002655.SZ,002655,共达电声,元器件,主板,2012-02-17
002657.SZ,002657,中科金财,软件服务,主板,2012-02-28
002658.SZ,002658,雪迪龙,环境保护,主板,2012-03-09
002659.SZ,002659,凯文教育,文教休闲,主板,2012-03-09
002660.SZ,002660,茂硕电源,电气设备,主板,2012-03-16
002661.SZ,002661,克明食品,食品,主板,2012-03-16
002662.SZ,002662,京威股份,汽车配件,主板,2012-03-09
002663.SZ,002663,普邦股份,建筑工程,主板,2012-03-16
002664.SZ,002664,信质集团,汽车配件,主板,2012-03-16
002666.SZ,002666,德联集团,化工原料,主板,2012-03-27
002667.SZ,002667,威领股份,小金属,主板,2012-03-29
002668.SZ,002668,TCL智家,家用电器,主板,2012-04-16
002669.SZ,002669,康达新材,化工原料,主板,2012-04-16
002670.SZ,002670,国盛金控,证券,主板,2012-04-16
002671.SZ,002671,龙泉股份,水泥,主板,2012-04-26
002672.SZ,002672,东江环保,环境保护,主板,2012-04-26
002673.SZ,002673,西部证券,证券,主板,2012-05-03
002674.SZ,002674,兴业科技,纺织,主板,2012-05-07
002675.SZ,002675,东诚药业,化学制药,主板,2012-05-25
002676.SZ,002676,顺威股份,家用电器,主板,2012-05-25
002677.SZ,002677,浙江美大,家用电器,主板,2012-05-25
002678.SZ,002678,珠江钢琴,文教休闲,主板,2012-05-30
002679.SZ,002679,福建金森,林业,主板,2012-06-05
002681.SZ,002681,奋达科技,元器件,主板,2012-06-05
002682.SZ,002682,龙洲股份,仓储物流,主板,2012-06-12
002683.SZ,002683,广东宏大,化工原料,主板,2012-06-12
002685.SZ,002685,华东重机,机床制造,主板,2012-06-12
002686.SZ,002686,亿利达,专用机械,主板,2012-07-03
002687.SZ,002687,乔治白,服饰,主板,2012-07-13
002688.SZ,002688,金河生物,农业综合,主板,2012-07-13
002689.SZ,002689,远大智能,运输设备,主板,2012-07-17
002690.SZ,002690,美亚光电,专用机械,主板,2012-07-31
002691.SZ,002691,冀凯股份,专用机械,主板,2012-07-31
002692.SZ,002692,远程股份,电气设备,主板,2012-08-08
002693.SZ,002693,双成药业,生物制药,主板,2012-08-08
002694.SZ,002694,顾地科技,塑料,主板,2012-08-16
002695.SZ,002695,煌上煌,食品,主板,2012-09-05
002696.SZ,002696,百洋股份,饲料,主板,2012-09-05
002697.SZ,002697,红旗连锁,超市连锁,主板,2012-09-05
002698.SZ,002698,博实股份,化工机械,主板,2012-09-11
002701.SZ,002701,奥瑞金,广告包装,主板,2012-10-11
002702.SZ,002702,海欣食品,食品,主板,2012-10-11
002703.SZ,002703,浙江世宝,汽车配件,主板,2012-11-02
002705.SZ,002705,新宝股份,家用电器,主板,2014-01-21
002706.SZ,002706,良信股份,电气设备,主板,2014-01-21
002707.SZ,002707,众信旅游,旅游服务,主板,2014-01-23
002708.SZ,002708,光洋股份,汽车配件,主板,2014-01-21
002709.SZ,002709,天赐材料,化工原料,主板,2014-01-23
002712.SZ,002712,思美传媒,广告包装,主板,2014-01-23
002713.SZ,002713,东易日盛,装修装饰,主板,2014-02-19
002714.SZ,002714,牧原股份,农业综合,主板,2014-01-28
002715.SZ,002715,登云股份,汽车配件,主板,2014-02-19
002716.SZ,002716,湖南白银,小金属,主板,2014-01-28
002717.SZ,002717,岭南股份,环境保护,主板,2014-02-19
002718.SZ,002718,友邦吊顶,其他建材,主板,2014-01-28
002719.SZ,002719,麦趣尔,乳制品,主板,2014-01-28
002722.SZ,002722,物产金轮,钢加工,主板,2014-01-28
002723.SZ,002723,小崧股份,家用电器,主板,2014-01-29
002724.SZ,002724,海洋王,元器件,主板,2014-11-04
002725.SZ,002725,跃岭股份,汽车配件,主板,2014-01-29
002726.SZ,002726,龙大美食,食品,主板,2014-06-26
002727.SZ,002727,一心堂,医药商业,主板,2014-07-02
002728.SZ,002728,特一药业,中成药,主板,2014-07-31
002729.SZ,002729,好利科技,元器件,主板,2014-09-12
002730.SZ,002730,电光科技,专用机械,主板,2014-10-09
002731.SZ,002731,萃华珠宝,服饰,主板,2014-11-04
002732.SZ,002732,燕塘乳业,乳制品,主板,2014-12-05
002733.SZ,002733,雄韬股份,电气设备,主板,2014-12-03
002734.SZ,002734,利民股份,农药化肥,主板,2015-01-27
002735.SZ,002735,王子新材,塑料,主板,2014-12-03
002736.SZ,002736,国信证券,证券,主板,2014-12-29
002737.SZ,002737,葵花药业,中成药,主板,2014-12-30
002738.SZ,002738,中矿资源,小金属,主板,2014-12-30
002739.SZ,002739,万达电影,影视音像,主板,2015-01-22
002741.SZ,002741,光华科技,化工原料,主板,2015-02-16
002743.SZ,002743,富煌钢构,钢加工,主板,2015-02-17
002745.SZ,002745,木林森,元器件,主板,2015-02-17
002746.SZ,002746,仙坛股份,农业综合,主板,2015-02-16
002747.SZ,002747,埃斯顿,机械基件,主板,2015-03-20
002749.SZ,002749,国光股份,农药化肥,主板,2015-03-20
002752.SZ,002752,昇兴股份,广告包装,主板,2015-04-22
002753.SZ,002753,永东股份,化工原料,主板,2015-05-19
002755.SZ,002755,奥赛康,化学制药,主板,2015-05-15
002756.SZ,002756,永兴材料,小金属,主板,2015-05-15
002757.SZ,002757,南兴股份,专用机械,主板,2015-05-27
002758.SZ,002758,浙农股份,批发业,主板,2015-05-27
002759.SZ,002759,天际股份,电气设备,主板,2015-05-28
002760.SZ,002760,凤形股份,机械基件,主板,2015-06-11
002761.SZ,002761,浙江建投,建筑工程,主板,2015-06-10
002762.SZ,002762,金发拉比,服饰,主板,2015-06-10
002763.SZ,002763,汇洁股份,服饰,主板,2015-06-10
002765.SZ,002765,蓝黛科技,元器件,主板,2015-06-12
002766.SZ,002766,索菱股份,汽车配件,主板,2015-06-11
002767.SZ,002767,先锋电子,电器仪表,主板,2015-06-12
002768.SZ,002768,国恩股份,塑料,主板,2015-06-30
002769.SZ,002769,普路通,仓储物流,主板,2015-06-29
002771.SZ,002771,真视通,软件服务,主板,2015-06-29
002772.SZ,002772,众兴菌业,种植业,主板,2015-06-26
002773.SZ,002773,康弘药业,化学制药,主板,2015-06-26
002774.SZ,002774,快意电梯,运输设备,主板,2017-03-24
002775.SZ,002775,文科股份,建筑工程,主板,2015-06-29
002777.SZ,002777,久远银海,软件服务,主板,2015-12-31
002778.SZ,002778,中晟高科,环境保护,主板,2016-01-06
002779.SZ,002779,中坚科技,农用机械,主板,2015-12-09
002780.SZ,002780,三夫户外,服饰,主板,2015-12-09
002782.SZ,002782,可立克,元器件,主板,2015-12-22
002783.SZ,002783,凯龙股份,化工原料,主板,2015-12-09
002785.SZ,002785,万里石,其他建材,主板,2015-12-23
002786.SZ,002786,银宝山新,专用机械,主板,2015-12-23
002787.SZ,002787,华源控股,广告包装,主板,2015-12-31
002788.SZ,002788,鹭燕医药,医药商业,主板,2016-02-18
002789.SZ,002789,建艺集团,装修装饰,主板,2016-03-11
002790.SZ,002790,瑞尔特,家居用品,主板,2016-03-08
002791.SZ,002791,坚朗五金,其他建材,主板,2016-03-29
002792.SZ,002792,通宇通讯,通信设备,主板,2016-03-28
002793.SZ,002793,罗欣药业,化学制药,主板,2016-04-15
002795.SZ,002795,永和智控,机械基件,主板,2016-04-28
002796.SZ,002796,世嘉科技,通信设备,主板,2016-05-10
002797.SZ,002797,第一创业,证券,主板,2016-05-11
002798.SZ,002798,帝欧家居,家居用品,主板,2016-05-25
002799.SZ,002799,环球印务,广告包装,主板,2016-06-08
002800.SZ,002800,天顺股份,仓储物流,主板,2016-05-30
002801.SZ,002801,微光股份,电气设备,主板,2016-06-22
002802.SZ,002802,洪汇新材,化工原料,主板,2016-06-29
002803.SZ,002803,吉宏股份,互联网,主板,2016-07-12
002805.SZ,002805,丰元股份,电气设备,主板,2016-07-07
002806.SZ,002806,华锋股份,汽车配件,主板,2016-07-26
002807.SZ,002807,江阴银行,银行,主板,2016-09-02
002809.SZ,002809,红墙股份,化工原料,主板,2016-08-23
002810.SZ,002810,山东赫达,化工原料,主板,2016-08-26
002811.SZ,002811,郑中设计,装修装饰,主板,2016-09-08
002812.SZ,002812,恩捷股份,电气设备,主板,2016-09-14
002813.SZ,002813,路畅科技,汽车配件,主板,2016-10-12
002815.SZ,002815,崇达技术,元器件,主板,2016-10-12
002817.SZ,002817,黄山胶囊,化学制药,主板,2016-10-25
002818.SZ,002818,富森美,其他商业,主板,2016-11-09
002819.SZ,002819,东方中科,电器仪表,主板,2016-11-11
002820.SZ,002820,桂发祥,食品,主板,2016-11-18
002821.SZ,002821,凯莱英,生物制药,主板,2016-11-18
002823.SZ,002823,凯中精密,机械基件,主板,2016-11-24
002824.SZ,002824,和胜股份,铝,主板,2017-01-12
002825.SZ,002825,纳尔股份,化工原料,主板,2016-11-29
002826.SZ,002826,易明医药,化学制药,主板,2016-12-09
002827.SZ,002827,高争民爆,化工原料,主板,2016-12-09
002828.SZ,002828,贝肯能源,石油开采,主板,2016-12-08
002829.SZ,002829,星网宇达,航空,主板,2016-12-13
002830.SZ,002830,名雕股份,装修装饰,主板,2016-12-13
002831.SZ,002831,裕同科技,广告包装,主板,2016-12-16
002832.SZ,002832,比音勒芬,服饰,主板,2016-12-23
002833.SZ,002833,弘亚数控,专用机械,主板,2016-12-28
002835.SZ,002835,同为股份,IT设备,主板,2016-12-28
002836.SZ,002836,新宏泽,广告包装,主板,2016-12-29
002837.SZ,002837,英维克,专用机械,主板,2016-12-29
002838.SZ,002838,道恩股份,塑料,主板,2017-01-06
002839.SZ,002839,张家港行,银行,主板,2017-01-24
002840.SZ,002840,华统股份,食品,主板,2017-01-10
002841.SZ,002841,视源股份,元器件,主板,2017-01-19
002842.SZ,002842,翔鹭钨业,小金属,主板,2017-01-19
002843.SZ,002843,泰嘉股份,钢加工,主板,2017-01-20
002845.SZ,002845,同兴达,元器件,主板,2017-01-25
002846.SZ,002846,英联股份,广告包装,主板,2017-02-07
002847.SZ,002847,盐津铺子,食品,主板,2017-02-08
002848.SZ,002848,高斯贝尔,家用电器,主板,2017-02-13
002849.SZ,002849,威星智能,电器仪表,主板,2017-02-17
002850.SZ,002850,科达利,电气设备,主板,2017-03-02
002851.SZ,002851,麦格米特,电气设备,主板,2017-03-06
002852.SZ,002852,道道全,食品,主板,2017-03-10
002853.SZ,002853,皮阿诺,家居用品,主板,2017-03-10
002855.SZ,002855,捷荣技术,元器件,主板,2017-03-21
002856.SZ,002856,美芝股份,装修装饰,主板,2017-03-20
002857.SZ,002857,三晖电气,电器仪表,主板,2017-03-23
002858.SZ,002858,力盛体育,文教休闲,主板,2017-03-24
002859.SZ,002859,洁美科技,元器件,主板,2017-04-07
002860.SZ,002860,星帅尔,家用电器,主板,2017-04-12
002861.SZ,002861,瀛通通讯,元器件,主板,2017-04-13
002862.SZ,002862,实丰文化,文教休闲,主板,2017-04-11
002863.SZ,002863,今飞凯达,汽车配件,主板,2017-04-18
002864.SZ,002864,盘龙药业,中成药,主板,2017-11-16
002865.SZ,002865,钧达股份,电气设备,主板,2017-04-25
002866.SZ,002866,传艺科技,IT设备,主板,2017-04-26
002867.SZ,002867,周大生,服饰,主板,2017-04-27
002868.SZ,002868,绿康生化,农业综合,主板,2017-05-03
002869.SZ,002869,金溢科技,通信设备,主板,2017-05-15
002870.SZ,002870,香山股份,汽车配件,主板,2017-05-15
002871.SZ,002871,伟隆股份,机械基件,主板,2017-05-11
002873.SZ,002873,新天药业,中成药,主板,2017-05-19
002875.SZ,002875,安奈儿,服饰,主板,2017-06-01
